INDEX,TARGET,KIDSDRIV,AGE,HOMEKIDS,YOJ,INCOME,PARENT1,HOME_VAL,MSTATUS,SEX,EDUCATION,JOB,TRAVTIME,CAR_USE,BLUEBOOK,TIF,CAR_TYPE,RED_CAR,OLDCLAIM,CLM_FREQ,REVOKED,MVR_PTS,CAR_AGE,URBANICITY
1369,7799.645893,0,39,1,12,24608.85001,Yes,95504.87725,z_No,z_F,<High School,z_Blue Collar,68.08044262,Private,7860,4,Sports Car,no,8455,3,No,4,6,Highly Urban/ Urban
1370,4388,0,42,1,0,0,No,122519.6095,Yes,z_F,Bachelors,Home Maker,61.58383044,Private,14260,4,z_SUV,no,3460,3,No,0,5,Highly Urban/ Urban
1373,9105,0,47,0,9,62215.90819,No,242563.6583,Yes,M,z_High School,Professional,41.95900256,Commercial,24480,3,Panel Truck,no,3884,2,No,3,1,Highly Urban/ Urban
1374,4298,1,42,2,13,112205.2213,No,311529.3992,Yes,z_F,Bachelors,Manager,47.54432851,Commercial,27770,4,Pickup,no,6557,1,No,5,11,Highly Urban/ Urban
1375,6208,0,35,0,0,0,No,0,Yes,M,Bachelors,Student,29.78376177,Commercial,5000,1,Pickup,no,0,0,No,3,10,Highly Urban/ Urban
1376,6690.455551,0,43,2,0,0,No,0,Yes,z_F,z_High School,Student,60.56690265,Commercial,5800,4,Minivan,no,6935,4,No,5,1,Highly Urban/ Urban
1377,41063.38679,0,40,0,12,52471.08728,No,153087.1515,z_No,z_F,z_High School,z_Blue Collar,31.04598923,Commercial,21860,10,z_SUV,no,0,0,No,0,6,Highly Urban/ Urban
1379,6296,0,30,3,9,61790.34072,No,185252.5072,Yes,z_F,Bachelors,Clerical,27.67716896,Private,10680,1,z_SUV,no,0,0,Yes,0,14,Highly Urban/ Urban
1380,4898.263071,3,53,0,10,58049.06841,No,186383.6053,Yes,M,Masters,Manager,44.0303909,Private,5590,1,z_SUV,no,0,0,No,0,15,Highly Urban/ Urban
1383,2649,0,49,0,11,48214.56499,No,0,z_No,z_F,PhD,Doctor,46.04106122,Private,13190,10,z_SUV,no,2516,4,No,2,19,Highly Urban/ Urban
1384,1668,0,31,4,0,0,Yes,0,z_No,z_F,Bachelors,Student,14.04465806,Commercial,4600,11,Sports Car,no,8136,1,No,6,14,Highly Urban/ Urban
1385,6595,0,48,0,10,90044.15014,No,0,z_No,z_F,Bachelors,z_Blue Collar,78.80817876,Commercial,17310,3,z_SUV,no,2317,1,No,0,16,Highly Urban/ Urban
1386,5685,0,48,0,10,23587.52834,No,174928.5977,Yes,z_F,z_High School,Clerical,60.90947963,Private,9500,1,z_SUV,no,31664,2,Yes,3,7,Highly Urban/ Urban
1387,2546,2,37,2,10,45281.81437,Yes,170165.8737,z_No,z_F,<High School,z_Blue Collar,49.99407405,Private,5100,4,Sports Car,no,7136,1,No,4,1,z_Highly Rural/ Rural
1388,5810,0,34,2,9,33538.08335,Yes,0,z_No,M,<High School,z_Blue Collar,29.17211322,Private,8250,4,Minivan,yes,38845,2,Yes,2,1,Highly Urban/ Urban
1389,5943,1,36,2,12,82779.96561,No,NA,Yes,M,z_High School,z_Blue Collar,23.51065787,Commercial,1500,6,Minivan,no,5999,2,Yes,6,5,Highly Urban/ Urban
1390,10267,0,39,2,10,30618.36184,No,157285.3653,Yes,M,z_High School,z_Blue Collar,44.05426159,Commercial,21320,3,Van,yes,9469,2,No,0,1,Highly Urban/ Urban
1391,1148,0,54,0,13,65234.19187,No,280154.7773,Yes,z_F,z_High School,z_Blue Collar,36.4115901,Commercial,23170,4,z_SUV,no,0,0,No,0,1,Highly Urban/ Urban
1392,1947,1,42,1,10,73376.11246,Yes,0,z_No,z_F,Masters,Lawyer,39.38309682,Private,25590,1,Sports Car,no,7328,1,No,5,11,Highly Urban/ Urban
1395,1444,3,45,3,17,28538.37148,No,140923.6921,Yes,z_F,<High School,Clerical,15.19117038,Private,16920,3,z_SUV,no,22262,2,Yes,7,5,Highly Urban/ Urban
1396,5453,0,47,0,9,62132.87618,No,222690.7363,Yes,M,z_High School,Professional,34.75861765,Commercial,25310,17,Panel Truck,no,0,0,No,2,1,Highly Urban/ Urban
1397,3270,0,39,0,10,14676.55909,No,0,z_No,M,Bachelors,Student,44.42089165,Commercial,10180,1,Pickup,no,0,0,No,0,9,z_Highly Rural/ Rural
1399,2128.726073,0,47,0,16,33716.60415,No,145021.0554,Yes,M,z_High School,Clerical,44.62609663,Commercial,4870,13,Pickup,yes,0,0,Yes,0,1,Highly Urban/ Urban
1400,1414,0,62,0,0,0,No,52951.56985,Yes,z_F,z_High School,Home Maker,37.46425096,Private,12760,4,Sports Car,no,0,0,No,2,1,Highly Urban/ Urban
1401,4400,0,20,0,8,4209.247099,No,80789.5595,z_No,z_F,z_High School,Clerical,23.07831777,Private,10570,1,z_SUV,no,0,0,No,4,9,Highly Urban/ Urban
1402,5782,0,42,0,13,71778.71702,No,187107.575,Yes,z_F,PhD,Manager,5,Private,15480,4,z_SUV,no,0,0,No,0,12,Highly Urban/ Urban
1403,3989,0,48,0,10,106751.5749,No,0,z_No,M,Bachelors,Professional,46.2328157,Private,19540,4,Van,yes,8212,3,No,2,15,Highly Urban/ Urban
1406,45985.40992,0,26,2,11,21442.92402,No,116421.4805,Yes,M,<High School,Clerical,18.60291701,Commercial,24280,6,Panel Truck,no,42208,1,Yes,5,1,z_Highly Rural/ Rural
1407,1401,0,42,0,11,27253.29738,No,0,z_No,z_F,<High School,Clerical,24.97902606,Commercial,45360,6,Panel Truck,no,29919,1,Yes,0,7,Highly Urban/ Urban
1408,4291,0,63,0,16,141953.2131,No,377925.1168,Yes,M,PhD,,35.27652797,Commercial,27570,10,Pickup,yes,0,0,No,0,9,Highly Urban/ Urban
1409,4665,2,43,2,12,62638.27412,Yes,0,z_No,z_F,Bachelors,Professional,36.01397439,Commercial,23140,6,Pickup,no,7148,2,No,4,11,Highly Urban/ Urban
1410,2572,0,46,0,13,9494.306691,No,0,z_No,z_F,<High School,Home Maker,38.08266886,Private,2450,5,Sports Car,no,0,0,No,0,1,Highly Urban/ Urban
1411,22951.25339,0,61,0,10,62184.88966,No,0,z_No,M,PhD,,40.30107479,Commercial,26550,1,Panel Truck,yes,4843,3,No,0,11,Highly Urban/ Urban
1412,1746,0,31,1,15,20276.68355,No,134375.0859,Yes,z_F,<High School,Clerical,5,Private,24670,1,Minivan,no,0,0,No,2,1,Highly Urban/ Urban
1413,17424.7721,1,37,2,13,64927.37841,No,184517.8238,Yes,M,Masters,,31.22250895,Commercial,35270,6,Panel Truck,no,0,0,No,0,15,Highly Urban/ Urban
1414,535.2832658,0,43,0,12,46914.64524,No,0,z_No,M,z_High School,Clerical,52.41849905,Private,11310,1,Pickup,no,0,0,Yes,1,1,Highly Urban/ Urban
1415,4351,0,49,0,6,11068.66054,No,0,z_No,z_F,<High School,Student,59.92090754,Private,19520,4,z_SUV,no,5954,3,No,5,3,Highly Urban/ Urban
1416,3367,0,55,0,8,86573.90983,No,323468.8572,Yes,M,Masters,Manager,46.75635141,Private,17020,3,Van,yes,0,0,No,0,18,Highly Urban/ Urban
1417,8534.94557,0,33,1,12,119869.083,Yes,0,z_No,z_F,<High School,z_Blue Collar,47.62706124,Commercial,23410,1,Pickup,no,26363,1,Yes,5,1,Highly Urban/ Urban
1418,1020,1,58,2,17,100886.1725,No,NA,Yes,z_F,Bachelors,Professional,28.73170644,Private,18740,1,z_SUV,no,5108,1,No,9,NA,z_Highly Rural/ Rural
1420,3776,0,46,0,9,24201.78026,No,0,z_No,M,PhD,Lawyer,24.13314112,Private,17270,13,Van,yes,3475,1,No,4,17,Highly Urban/ Urban
1422,5413,0,33,2,14,36351.47471,No,193199.8647,Yes,M,z_High School,z_Blue Collar,47.4890155,Commercial,11450,10,Pickup,yes,3647,3,No,3,13,Highly Urban/ Urban
1423,3246,2,37,3,12,40011.67378,No,200016.2546,Yes,z_F,z_High School,Professional,20.02007064,Private,9200,7,Minivan,no,3119,2,No,2,1,Highly Urban/ Urban
1424,4618,0,35,2,14,34235.05086,No,139520.8223,Yes,M,z_High School,Clerical,52.31969531,Private,8420,3,Pickup,no,0,0,Yes,2,6,Highly Urban/ Urban
1425,3666,0,44,2,0,0,Yes,0,z_No,z_F,PhD,Doctor,39.45683836,Private,23570,1,Minivan,no,1380,3,No,3,17,Highly Urban/ Urban
1427,4475,1,43,1,13,78287.63007,No,316436.1747,Yes,M,z_High School,Professional,31.24121694,Private,15380,5,Minivan,yes,0,0,No,1,8,Highly Urban/ Urban
1428,2707,0,43,1,4,82795.01374,Yes,0,z_No,M,Bachelors,z_Blue Collar,40.30840822,Commercial,8460,1,Pickup,yes,8844,2,No,7,7,Highly Urban/ Urban
1429,7981,0,50,0,10,216924.3427,No,0,z_No,z_F,PhD,Lawyer,5.873605197,Private,6500,6,z_SUV,no,27369,2,Yes,5,12,Highly Urban/ Urban
1430,2190,0,47,0,10,28600.0479,No,0,z_No,z_F,Bachelors,Professional,27.59050116,Private,8830,4,Sports Car,no,31567,2,Yes,3,10,Highly Urban/ Urban
1432,4286,0,45,0,9,20188.27663,No,0,z_No,z_F,<High School,Clerical,38.0240329,Private,14200,1,z_SUV,no,1310,1,No,7,6,Highly Urban/ Urban
1433,5499,0,47,0,11,28807.54813,No,0,z_No,M,z_High School,Student,6.014992658,Commercial,8770,1,Minivan,no,0,0,Yes,4,8,Highly Urban/ Urban
1434,4433,0,48,0,12,34668.77827,No,146134.4541,Yes,M,z_High School,Clerical,42.32852235,Commercial,8630,1,Pickup,no,2499,3,No,1,1,Highly Urban/ Urban
1436,5160,0,50,0,12,180073.6867,No,442648.5152,Yes,z_F,PhD,Doctor,58.98582337,Private,35520,4,Sports Car,no,4657,3,No,6,1,Highly Urban/ Urban
1439,2080,0,38,0,9,12215.90786,No,0,z_No,z_F,z_High School,Student,38.52851812,Commercial,5560,6,z_SUV,no,0,0,Yes,0,1,Highly Urban/ Urban
1440,4618,0,33,5,13,28084.3873,No,132519.0923,Yes,z_F,z_High School,Clerical,42.94766274,Private,11100,1,z_SUV,no,555,2,No,3,1,Highly Urban/ Urban
1441,4966,0,35,1,9,77179.01534,Yes,0,z_No,M,z_High School,z_Blue Collar,33.65567118,Commercial,12720,10,Minivan,no,0,0,No,0,4,Highly Urban/ Urban
1443,3213,1,45,2,13,90478.58293,No,250111.3061,Yes,M,Masters,,29.59926787,Commercial,36330,1,Panel Truck,no,0,0,No,0,1,Highly Urban/ Urban
1444,3896,0,41,0,9,18938.8564,No,0,z_No,M,<High School,z_Blue Collar,50.14701625,Private,5600,6,Minivan,no,5171,4,No,4,1,Highly Urban/ Urban
1445,1834,0,43,2,10,50952.36284,Yes,0,z_No,M,z_High School,z_Blue Collar,27.15802501,Private,10900,7,Minivan,no,0,0,No,0,9,Highly Urban/ Urban
1446,4915,0,46,0,12,54944.95349,No,NA,Yes,z_F,z_High School,Professional,39.62779186,Private,12220,1,z_SUV,no,6780,1,No,0,10,Highly Urban/ Urban
1447,4104,0,36,1,8,20493.75069,No,0,Yes,M,z_High School,Student,21.89353823,Commercial,5000,1,Pickup,yes,1091,1,No,5,7,Highly Urban/ Urban
1448,5524,0,58,0,NA,45977.40458,No,NA,Yes,z_F,z_High School,z_Blue Collar,52.01824158,Commercial,9960,13,z_SUV,no,1444,1,No,6,10,Highly Urban/ Urban
1449,3975,0,52,0,8,273507.1567,No,630266.8759,z_No,M,PhD,Manager,25.60823024,Commercial,17570,1,Van,no,10200,3,No,6,16,Highly Urban/ Urban
1450,5664,0,34,1,10,79445.31027,Yes,0,z_No,z_F,PhD,Lawyer,36.34659498,Private,12840,1,z_SUV,no,0,0,Yes,3,NA,Highly Urban/ Urban
1451,6761.238555,0,57,0,9,162519.0219,No,0,z_No,z_F,PhD,Doctor,24.77709594,Private,23450,4,Minivan,no,8044,3,No,2,14,Highly Urban/ Urban
1452,6217,0,31,1,11,64364.55953,No,NA,Yes,M,Masters,Manager,22.82959396,Commercial,4900,3,Pickup,yes,6156,1,No,0,16,Highly Urban/ Urban
1453,2956,0,32,1,12,NA,Yes,0,z_No,M,Masters,,36.50161617,Private,9060,10,Pickup,yes,0,0,No,0,15,Highly Urban/ Urban
1454,5201.054955,0,56,0,9,36634.90343,No,132566.7497,Yes,z_F,z_High School,Clerical,16.07238827,Private,5160,6,z_SUV,no,24822,3,Yes,4,11,Highly Urban/ Urban
1455,4568,0,34,1,0,0,Yes,0,z_No,M,z_High School,Student,31.79890955,Commercial,11910,4,Pickup,no,2361,3,No,4,1,Highly Urban/ Urban
1456,3751,0,40,0,11,59821.97413,No,171875.5514,Yes,z_F,z_High School,z_Blue Collar,51.1115869,Commercial,18110,1,Minivan,no,7769,3,No,4,1,Highly Urban/ Urban
1457,1885.580197,0,41,3,2,NA,No,139728.5179,Yes,z_F,z_High School,Clerical,48.23949004,Private,11780,4,Sports Car,no,16948,4,Yes,2,1,Highly Urban/ Urban
1458,1463,1,43,2,0,0,No,94376.51991,Yes,z_F,z_High School,Home Maker,47.44168155,Private,11190,4,z_SUV,no,0,0,No,0,NA,Highly Urban/ Urban
1459,2702,0,48,0,12,144921.6778,No,0,z_No,M,Masters,,30.54668027,Commercial,6300,1,Pickup,no,0,0,Yes,0,20,Highly Urban/ Urban
1460,4537,1,44,3,16,119998.25,No,331682.5175,Yes,M,PhD,,34.49426428,Commercial,5900,10,Pickup,yes,0,0,No,2,11,Highly Urban/ Urban
1461,23910.1163,0,42,1,12,98514.96441,Yes,289186.9331,z_No,z_F,Masters,Lawyer,21.50593905,Private,15990,1,z_SUV,no,4208,1,No,4,17,Highly Urban/ Urban
1462,60846.53042,1,36,2,12,131089.8595,Yes,360637.9121,z_No,M,Bachelors,z_Blue Collar,29.02050517,Commercial,32430,1,Panel Truck,yes,6514,4,No,9,9,Highly Urban/ Urban
1463,5125,1,44,2,8,42407.9614,Yes,NA,z_No,M,Bachelors,Professional,43.14592049,Commercial,6400,13,Pickup,yes,0,0,No,1,9,Highly Urban/ Urban
1465,4613,0,51,0,NA,94160.18289,No,310037.2206,z_No,M,<High School,z_Blue Collar,31.30054016,Private,6600,1,Pickup,no,8136,2,No,0,5,Highly Urban/ Urban
1466,3068.914662,0,29,1,0,0,Yes,0,z_No,z_F,z_High School,Student,40.02660145,Commercial,9370,10,Sports Car,no,0,0,No,0,1,Highly Urban/ Urban
1467,4372.509835,0,58,0,8,77296.64093,No,280067.3847,z_No,M,Bachelors,z_Blue Collar,5,Commercial,7300,4,Pickup,no,3075,4,No,5,1,Highly Urban/ Urban
1468,26243.5078,0,50,1,15,61138.25553,No,198569.3122,Yes,M,Masters,Lawyer,16.35283281,Private,36330,1,Minivan,no,0,0,No,1,1,Highly Urban/ Urban
1469,7680,0,34,0,NA,39752.32701,No,148048.8435,z_No,M,Bachelors,z_Blue Collar,40.46625326,Commercial,21510,4,Van,no,6025,3,No,2,10,Highly Urban/ Urban
1470,6471,0,46,0,6,77945.78483,No,225853.0399,Yes,M,z_High School,z_Blue Collar,33.90388871,Commercial,17840,3,Van,yes,4002,1,No,1,1,Highly Urban/ Urban
1472,4907,1,40,1,12,159888.6915,No,412773.9725,Yes,z_F,PhD,Doctor,10.34334502,Private,24870,4,Sports Car,no,7343,4,No,3,13,Highly Urban/ Urban
1474,6872,0,37,0,10,55076.24294,No,245993.1539,Yes,M,z_High School,Clerical,22.57738139,Private,16400,4,Van,no,0,0,No,1,1,Highly Urban/ Urban
1475,4950,0,53,0,11,168419.2801,No,0,z_No,M,PhD,Lawyer,16.79796972,Private,15340,6,Minivan,no,0,0,No,0,15,Highly Urban/ Urban
1477,6425,2,58,2,16,46186.65817,No,201755.6725,Yes,z_F,<High School,z_Blue Collar,26.51116359,Private,4090,4,z_SUV,no,0,0,No,0,1,Highly Urban/ Urban
1480,675.7798763,0,56,0,14,22881.28602,No,174662.7995,Yes,M,z_High School,z_Blue Collar,18.83580312,Commercial,7100,1,Pickup,yes,995,3,No,3,1,Highly Urban/ Urban
1481,980,0,29,1,10,17983.5766,Yes,0,z_No,M,z_High School,Clerical,34.77466832,Private,13680,7,Minivan,yes,4814,3,No,5,1,Highly Urban/ Urban
1482,3421,0,40,2,14,50401.26474,Yes,149909.507,z_No,z_F,z_High School,Clerical,5,Private,1500,6,z_SUV,no,0,0,No,3,7,Highly Urban/ Urban
1483,1639,1,41,2,13,111013.7386,Yes,298205.0414,z_No,z_F,Masters,Lawyer,34.59465157,Private,1500,6,z_SUV,no,20972,2,Yes,6,17,Highly Urban/ Urban
1484,754.5171839,0,48,0,13,54028.21222,No,193941.1933,Yes,z_F,Bachelors,Home Maker,46.29455206,Private,6450,1,z_SUV,no,2755,2,No,0,7,Highly Urban/ Urban
1485,1550,0,47,0,0,0,No,0,z_No,z_F,<High School,Student,25.63470779,Private,6200,6,Sports Car,no,0,0,No,4,1,Highly Urban/ Urban
1486,6050,0,50,0,11,33575.4771,No,175923.4375,Yes,M,z_High School,z_Blue Collar,44.39333116,Commercial,12470,1,Minivan,no,3707,1,Yes,0,7,Highly Urban/ Urban
1488,6052,0,46,0,0,0,No,0,z_No,z_F,PhD,Home Maker,74.48496651,Private,7710,4,z_SUV,no,0,0,No,3,NA,Highly Urban/ Urban
1489,5428,0,30,5,0,0,No,0,Yes,M,z_High School,Student,5.935935094,Commercial,16810,1,Van,no,1975,3,No,8,1,Highly Urban/ Urban
1490,2851,0,21,1,0,0,Yes,0,z_No,z_F,z_High School,Student,14.00122946,Commercial,9560,4,Minivan,yes,7225,3,No,3,1,z_Highly Rural/ Rural
1491,2389,0,53,0,13,40382.85331,No,203659.0683,z_No,M,Masters,Lawyer,26.52025887,Private,10490,1,Pickup,no,8424,1,No,5,11,Highly Urban/ Urban
1493,2772,0,31,1,14,86793.71258,Yes,0,z_No,z_F,Bachelors,z_Blue Collar,55.09937059,Commercial,19910,4,z_SUV,no,4156,1,Yes,2,8,Highly Urban/ Urban
1494,3930,0,45,2,12,28452.66172,No,126661.7373,Yes,M,z_High School,Clerical,29.99333319,Private,13730,11,Minivan,yes,1150,2,No,5,1,Highly Urban/ Urban
1495,5013,0,42,0,7,155570.0701,No,0,z_No,z_F,PhD,Doctor,39.30785171,Private,16390,6,z_SUV,no,4601,3,No,0,13,Highly Urban/ Urban
1498,6835,0,55,0,10,40683.22729,No,163194.292,Yes,z_F,z_High School,z_Blue Collar,31.56383603,Commercial,5570,13,Sports Car,no,0,0,No,3,9,Highly Urban/ Urban
1499,1961.903068,1,42,1,NA,46435.64755,No,175018.6603,Yes,z_F,Bachelors,Professional,37.34615031,Commercial,25140,4,Pickup,no,5795,3,No,3,14,Highly Urban/ Urban
1500,980,0,42,1,10,104560.038,Yes,319399.5016,z_No,z_F,Bachelors,Manager,13.30699247,Private,17500,4,z_SUV,no,0,0,No,1,NA,Highly Urban/ Urban
1501,5863,0,51,1,14,23766.03389,No,173700.9051,Yes,M,<High School,Clerical,42.75674539,Commercial,8980,7,Pickup,yes,0,0,No,0,6,Highly Urban/ Urban
1502,2797,0,63,0,11,46813.86558,No,NA,z_No,z_F,Bachelors,z_Blue Collar,29.19364044,Commercial,24660,1,Sports Car,no,43501,1,Yes,2,NA,Highly Urban/ Urban
1503,1494,0,28,3,14,NA,No,201709.2006,Yes,M,Bachelors,Manager,55.94899141,Private,4300,1,Minivan,yes,10658,2,No,3,5,Highly Urban/ Urban
1504,5162,0,39,1,NA,18361.98223,Yes,0,z_No,M,<High School,z_Blue Collar,33.55268981,Commercial,26550,7,Panel Truck,no,8673,3,No,4,1,Highly Urban/ Urban
1505,4904,0,57,0,15,44108.44547,No,0,z_No,z_F,z_High School,Student,13.74951853,Private,18530,10,z_SUV,no,2056,2,No,0,1,Highly Urban/ Urban
1506,5543,0,39,1,0,0,Yes,NA,z_No,z_F,<High School,Student,17.56875861,Commercial,5200,14,z_SUV,no,13647,2,No,7,1,Highly Urban/ Urban
1507,2901,0,46,0,13,147090.9887,No,0,z_No,z_F,PhD,,56.74128332,Commercial,30690,4,Pickup,no,35095,3,Yes,0,19,Highly Urban/ Urban
1508,3225,0,41,0,11,23250.17223,No,158854.3205,Yes,z_F,<High School,z_Blue Collar,22.56671983,Private,14020,6,Sports Car,no,0,0,No,0,1,z_Highly Rural/ Rural
1509,1305,0,47,0,0,0,No,0,z_No,M,<High School,Student,24.85797364,Private,6200,9,Pickup,no,25973,1,Yes,0,5,Highly Urban/ Urban
1510,16208.13796,0,60,0,NA,0,No,0,z_No,z_F,Masters,Home Maker,45.50978614,Private,8960,3,z_SUV,no,0,0,Yes,2,10,Highly Urban/ Urban
1511,4435,0,61,0,14,76875.24925,No,0,z_No,z_F,Masters,Lawyer,38.71417803,Private,17740,10,Sports Car,no,6587,3,No,8,1,Highly Urban/ Urban
1512,5812,1,45,2,10,108150.9804,Yes,0,z_No,z_F,Bachelors,Manager,49.85399939,Private,12320,11,Minivan,no,4746,2,No,0,1,Highly Urban/ Urban
1513,3561,0,51,1,18,30531.43615,No,122735.5134,Yes,z_F,z_High School,z_Blue Collar,48.06027468,Commercial,15470,1,z_SUV,no,4874,3,No,5,1,Highly Urban/ Urban
1514,2344,0,47,0,7,21516.98171,No,130811.6752,Yes,M,z_High School,Clerical,12.34644535,Commercial,8350,10,Pickup,no,7143,2,No,7,1,Highly Urban/ Urban
1516,7028,0,47,0,5,48057.93585,No,148045.646,Yes,M,Masters,Lawyer,56.03004148,Private,19030,6,Van,no,0,0,No,0,18,Highly Urban/ Urban
1517,4155,0,47,0,10,116766.5082,No,275218.2468,Yes,z_F,Bachelors,Manager,67.26745118,Private,34610,1,Minivan,no,0,0,No,1,8,Highly Urban/ Urban
1518,744,0,35,2,11,55636.5791,Yes,0,z_No,z_F,z_High School,z_Blue Collar,38.03212919,Commercial,22780,1,Sports Car,no,0,0,No,0,1,Highly Urban/ Urban
1520,5575,0,44,0,12,NA,No,271925.8787,Yes,M,Bachelors,z_Blue Collar,32.58847728,Commercial,20760,1,Minivan,no,0,0,Yes,0,10,Highly Urban/ Urban
1521,5568,0,52,0,10,NA,No,0,z_No,M,Bachelors,z_Blue Collar,44.60497539,Commercial,20750,10,Van,yes,0,0,Yes,1,5,Highly Urban/ Urban
1523,3214,0,50,0,NA,0,No,0,z_No,z_F,<High School,Student,47.50207545,Private,6500,1,Sports Car,no,0,0,No,6,4,Highly Urban/ Urban
1524,1781,2,58,3,10,125791.3941,No,371188.2637,Yes,z_F,Masters,Lawyer,45.33978548,Private,14680,9,z_SUV,no,8386,2,No,1,18,Highly Urban/ Urban
1525,709,0,38,0,0,0,No,0,Yes,z_F,Bachelors,Student,28.98108276,Commercial,5300,1,Sports Car,no,8080,1,Yes,5,11,Highly Urban/ Urban
1527,1808,0,37,2,15,42758.46526,No,NA,Yes,z_F,z_High School,z_Blue Collar,24.32883105,Commercial,9480,10,z_SUV,no,1432,3,No,0,11,Highly Urban/ Urban
1528,5349,1,44,3,13,216411.9907,No,495324.8128,Yes,M,PhD,,39.6167237,Commercial,28770,1,Panel Truck,no,1312,3,No,0,18,Highly Urban/ Urban
1529,4376.296502,0,32,1,9,89285.67237,Yes,0,z_No,z_F,z_High School,z_Blue Collar,37.01319883,Commercial,4700,6,Sports Car,no,0,0,Yes,1,9,Highly Urban/ Urban
1530,1710,0,48,0,0,0,No,0,Yes,M,z_High School,Student,29.87536198,Commercial,10940,1,Pickup,yes,0,0,No,0,12,z_Highly Rural/ Rural
1531,4566,0,60,3,17,6104.215742,No,0,Yes,z_F,Bachelors,Student,31.39204186,Commercial,8540,1,z_SUV,no,0,0,No,0,7,z_Highly Rural/ Rural
1532,865,1,44,1,11,27051.69463,Yes,0,z_No,z_F,z_High School,Clerical,14.57509015,Private,8610,6,Sports Car,no,4321,3,No,8,3,Highly Urban/ Urban
1533,1942,0,43,0,11,40791.2562,No,197872.9095,Yes,M,z_High School,Clerical,6.589854991,Commercial,9480,4,Pickup,yes,3507,2,No,1,1,Highly Urban/ Urban
1534,8000,0,46,0,7,82148.95429,No,0,z_No,M,Bachelors,z_Blue Collar,18.74002352,Commercial,19980,7,Van,yes,8054,2,No,0,10,Highly Urban/ Urban
1535,4538,0,33,2,10,93257.7941,No,291199.6403,Yes,M,Bachelors,Professional,66.21720163,Commercial,20120,9,Van,no,5480,4,No,1,7,Highly Urban/ Urban
1536,24590.7321,2,42,3,9,65597.63933,No,NA,Yes,M,Masters,Manager,34.96185073,Commercial,5700,1,Pickup,no,4332,1,No,4,10,Highly Urban/ Urban
1539,5800,0,44,0,NA,27221.77371,No,0,z_No,M,<High School,z_Blue Collar,25.39578153,Commercial,8620,1,Pickup,yes,0,0,No,1,1,z_Highly Rural/ Rural
1541,5913,0,35,1,12,8700.799608,No,80364.29142,Yes,M,Masters,Professional,27.85910556,Private,6050,10,Pickup,yes,23176,1,No,6,17,Highly Urban/ Urban
1542,5089,0,56,0,13,33193.3576,No,149500.0009,Yes,M,z_High School,z_Blue Collar,39.94099789,Commercial,11480,4,Pickup,no,4196,2,No,1,1,Highly Urban/ Urban
1544,5871,0,49,0,8,39489.88622,No,175057.4912,z_No,z_F,z_High School,Professional,61.29226719,Private,5450,1,z_SUV,no,0,0,No,0,1,z_Highly Rural/ Rural
1545,52063.35408,0,39,0,NA,NA,No,212189.6086,Yes,M,Bachelors,Clerical,15.40588821,Commercial,22120,4,Van,yes,654,3,No,3,11,Highly Urban/ Urban
1546,7893,0,36,2,12,24612.38149,No,NA,Yes,z_F,Bachelors,Clerical,35.54506565,Private,6580,1,Sports Car,no,21939,2,Yes,1,8,Highly Urban/ Urban
1547,5803,1,38,1,13,7443.278974,No,NA,Yes,M,<High School,Student,21.43735661,Commercial,6040,4,Pickup,yes,0,0,No,1,1,Highly Urban/ Urban
1550,16652.05905,0,35,0,9,26048.36251,No,0,z_No,M,z_High School,Clerical,41.59846321,Commercial,28370,4,Panel Truck,yes,0,0,No,3,1,Highly Urban/ Urban
1551,1050,0,35,1,6,17972.38359,No,109055.9402,Yes,M,<High School,Clerical,34.52467106,Private,14050,7,Minivan,yes,6890,3,No,4,1,Highly Urban/ Urban
1552,27521.49698,0,50,0,7,50899.07864,No,0,z_No,z_F,z_High School,z_Blue Collar,55.46133431,Commercial,11590,10,z_SUV,no,0,0,No,3,1,Highly Urban/ Urban
1553,5019,0,43,0,10,61205.5171,No,NA,z_No,M,Bachelors,Manager,31.91131344,Commercial,24450,1,Panel Truck,yes,4752,1,No,2,1,Highly Urban/ Urban
1554,8446,0,53,0,12,46978.91771,No,212162.5602,z_No,M,z_High School,z_Blue Collar,23.89179382,Commercial,4580,10,Minivan,yes,5011,2,No,1,9,Highly Urban/ Urban
1555,1803.939306,0,38,2,8,47365.76198,Yes,0,z_No,z_F,z_High School,z_Blue Collar,65.82918425,Commercial,6240,1,z_SUV,no,0,0,No,1,6,Highly Urban/ Urban
1557,2986,0,53,0,0,0,No,74945.32769,Yes,z_F,z_High School,Home Maker,55.55582052,Private,1500,4,z_SUV,no,0,0,No,0,1,Highly Urban/ Urban
1558,5791,0,45,1,10,102764.5124,Yes,0,z_No,z_F,Masters,Lawyer,43.24619421,Private,18150,1,Minivan,no,5796,2,No,0,17,Highly Urban/ Urban
1559,6022,0,45,0,9,61709.5086,No,255336.5831,Yes,M,Bachelors,Professional,33.57958572,Commercial,9040,6,Pickup,yes,0,0,No,0,11,Highly Urban/ Urban
1560,2747,0,43,0,10,97952.51384,No,0,z_No,M,Bachelors,z_Blue Collar,42.94201193,Commercial,13080,1,Minivan,no,6748,3,No,0,NA,Highly Urban/ Urban
1561,9058.568089,0,28,1,7,21970.45936,Yes,0,z_No,M,<High School,z_Blue Collar,60.42148663,Private,7950,10,Pickup,no,2004,3,No,3,6,Highly Urban/ Urban
